hash_bits,mil_tup_per_sec
1,88.7223
2,113.433
3,127.061
4,120.716
5,98.7435
6,108.552
7,104.351
8,111.993
9,101.585
10,90.1453
11,79.3219
12,78.3576
13,61.7511
14,57.7742
15,45.7566
16,38.5638
17,34.5701
18,34.3229
