hash_bits,mil_tup_per_sec
1,1.44065
2,1.77983
3,2.25301
4,2.40641
5,2.64201
6,3.14055
7,3.50749
8,4.54932
9,5.77791
10,7.34482
11,8.61993
12,9.3053
13,10.3645
14,10.9106
15,11.0803
16,11.1592
17,10.9524
18,10.112
