hash_bits,mil_tup_per_sec
1,49.147
2,51.2939
3,53.9112
4,59.8722
5,58.2342
6,54.2124
7,57.2617
8,57.6729
9,52.6805
10,54.149
11,47.8607
12,44.6307
13,41.8002
14,36.3201
15,30.8226
16,24.93
17,20.266
18,17.5796
