hash_bits,mil_tup_per_sec
1,6.75222
2,6.31895
3,6.71265
4,6.66055
5,6.86374
6,7.13094
7,7.17534
8,7.15903
9,7.12672
10,7.08402
11,7.00921
12,6.74738
13,6.36954
14,5.97813
15,5.56128
16,5.02857
17,3.9934
18,3.71404
