hash_bits,mil_tup_per_sec
1,2.00721
2,1.77883
3,2.03776
4,2.12778
5,2.35529
6,2.3754
7,2.72834
8,3.12582
9,3.38293
10,4.15687
11,4.4401
12,4.39261
13,4.3436
14,4.20432
15,3.57449
16,3.30442
17,3.34939
18,2.95145
