hash_bits,mil_tup_per_sec
1,1.64999
2,1.91198
3,2.13857
4,2.2877
5,2.39087
6,2.52617
7,2.83781
8,4.004
9,4.25842
10,5.14695
11,5.39826
12,5.28328
13,5.64812
14,5.23043
15,5.18966
16,4.50943
17,5.09022
18,4.71936
