hash_bits,mil_tup_per_sec
1,27.0516
2,26.4024
3,27.7037
4,28.033
5,27.661
6,27.5954
7,27.5831
8,27.5535
9,28.3129
10,27.273
11,25.7965
12,25.8138
13,23.3281
14,21.0024
15,18.5859
16,15.3107
17,11.6798
18,10.1323
