hash_bits,mil_tup_per_sec
1,1.57647
2,1.78464
3,2.05061
4,2.228
5,2.30362
6,2.41606
7,2.44446
8,2.66961
9,3.06498
10,3.47941
11,3.24729
12,3.19908
13,3.15686
14,3.10769
15,3.23243
16,2.90106
17,2.6742
18,2.4527
