hash_bits,mil_tup_per_sec
1,6.53535
2,6.27495
3,6.52659
4,6.59133
5,6.99181
6,6.8855
7,6.81592
8,6.84867
9,6.80624
10,6.71548
11,6.62998
12,6.41633
13,6.24292
14,5.97008
15,5.44476
16,5.02558
17,4.41318
18,3.84943
