hash_bits,mil_tup_per_sec
1,3.35372
2,3.25686
3,3.60279
4,3.52316
5,3.64284
6,3.56258
7,3.52118
8,3.56603
9,3.50721
10,3.46586
11,3.44134
12,3.35927
13,3.21402
14,3.17378
15,2.99288
16,2.6411
17,2.50623
18,2.22009
