hash_bits,mil_tup_per_sec
1,2.56527
2,2.58468
3,2.71168
4,2.61379
5,2.71902
6,2.67117
7,2.64762
8,2.67632
9,2.64513
10,2.61685
11,2.59655
12,2.53831
13,2.48061
14,2.4096
15,2.30481
16,2.10751
17,1.86326
18,1.64698
