hash_bits,mil_tup_per_sec
1,89.2305
2,94.1313
3,89.2837
4,96.3748
5,97.6243
6,87.7805
7,85.482
8,84.5477
9,74.7614
10,55.1161
11,45.298
12,39.1675
13,38.8651
14,39.3475
15,37.0261
16,36.3704
17,35.8635
18,31.3143
