hash_bits,mil_tup_per_sec
1,1.27625
2,1.6763
3,2.15799
4,2.49349
5,2.99949
6,3.48353
7,3.8619
8,5.25922
9,7.45971
10,10.7628
11,15.9882
12,16.1605
13,19.5802
14,20.5508
15,19.3981
16,17.7061
17,16.4741
18,16.6492
