hash_bits,mil_tup_per_sec
1,1.47573
2,1.78386
3,2.20025
4,2.40673
5,2.71299
6,3.05073
7,3.49532
8,4.09846
9,5.85997
10,8.09669
11,9.41876
12,10.6336
13,10.6909
14,10.7908
15,10.8614
16,10.232
17,9.83
18,9.00422
