hash_bits,mil_tup_per_sec
1,6.70078
2,6.58937
3,6.79912
4,6.79232
5,6.62734
6,6.50761
7,6.4368
8,6.35286
9,6.1968
10,6.05006
11,5.73719
12,5.31206
13,4.76798
14,4.19498
15,3.61026
16,2.8913
17,2.42705
18,2.1293
