hash_bits,mil_tup_per_sec
1,4.72692
2,4.76634
3,4.70046
4,4.77216
5,4.71784
6,4.60458
7,4.56408
8,4.51725
9,4.37687
10,4.19052
11,3.9411
12,3.55323
13,3.04518
14,2.59838
15,2.16133
16,1.79252
17,1.58369
18,1.54065
