hash_bits,mil_tup_per_sec
1,1.81465
2,1.9998
3,2.17875
4,2.36732
5,2.7016
6,2.95056
7,3.29336
8,3.67464
9,3.86184
10,3.97663
11,4.02857
12,3.81652
13,3.72609
14,3.69071
15,3.75572
16,3.62672
17,3.30414
18,2.89904
