hash_bits,mil_tup_per_sec
1,3.38706
2,3.39868
3,3.63704
4,3.55086
5,3.64498
6,3.56558
7,3.51226
8,3.55584
9,3.50427
10,3.45236
11,3.41152
12,3.31478
13,3.16122
14,3.04023
15,2.86204
16,2.63824
17,2.375
18,2.1374
