hash_bits,mil_tup_per_sec
1,1.65761
2,1.71634
3,2.03892
4,2.15135
5,2.29103
6,2.31133
7,2.3884
8,2.72626
9,3.07268
10,3.3211
11,3.29732
12,3.24088
13,3.311
14,3.24924
15,3.1741
16,3.00856
17,2.75196
18,2.47222
