hash_bits,mil_tup_per_sec
1,13.93685
2,12.08415
3,13.9747
4,14.5474
5,14.60775
6,14.2689
7,14.1109
8,14.3663
9,14.26835
10,14.1073
11,13.8638
12,13.5101
13,12.7398
14,11.8814
15,10.4475
16,9.58423
17,7.13228
18,6.47716
