hash_bits,mil_tup_per_sec
1,1.71771
2,1.75802
3,2.09602
4,2.16473
5,2.39213
6,2.59098
7,2.67887
8,3.40424
9,4.27428
10,5.52886
11,5.79434
12,6.1337
13,6.15188
14,6.31061
15,6.23378
16,5.92679
17,5.49651
18,4.9717
