hash_bits,mil_tup_per_sec
1,2.0715
2,2.20458
3,2.3877
4,2.55879
5,2.80322
6,2.89142
7,2.93138
8,3.05456
9,3.08112
10,3.12823
11,3.06445
12,3.0126
13,2.99194
14,2.89349
15,2.80157
16,2.66229
17,2.35804
18,2.14306
