hash_bits,mil_tup_per_sec
1,27.3802
2,26.4402
3,27.7931
4,28.1895
5,28.1256
6,27.1921
7,27.6222
8,27.3634
9,27.806
10,26.77245
11,26.3497
12,25.20705
13,23.7531
14,21.57925
15,18.67555
16,15.50745
17,12.0291
18,10.311
