hash_bits,mil_tup_per_sec
1,2.57466
2,2.58477
3,2.6847
4,2.61942
5,2.66899
6,2.62498
7,2.60167
8,2.63252
9,2.60663
10,2.58172
11,2.56123
12,2.50724
13,2.45133
14,2.39289
15,2.28681
16,2.1035
17,1.88018
18,1.66595
