hash_bits,mil_tup_per_sec
1,6.77548
2,6.27625
3,6.8766
4,6.94194
5,7.40668
6,7.20094
7,7.07228
8,7.15305
9,7.12276
10,7.02294
11,6.9368
12,6.73907
13,6.4635
14,6.13182
15,5.66926
16,5.12748
17,4.55167
18,3.75816
