hash_bits,mil_tup_per_sec
1,28.0222
2,27.9505
3,28.3666
4,28.869
5,29.0496
6,28.3378
7,28.4862
8,27.9119
9,27.6675
10,25.7313
11,25.002
12,22.9178
13,20.7908
14,17.9165
15,14.3498
16,11.6074
17,9.78848
18,8.44972
