hash_bits,mil_tup_per_sec
1,1.57236
2,1.59924
3,2.50629
4,3.01856
5,3.89579
6,4.35141
7,5.67108
8,8.02092
9,9.28532
10,11.0748
11,15.8797
12,16.8451
13,19.6205
14,20.5132
15,21.6104
16,19.3709
17,18.6237
18,15.6645
