,key,count,percentage
0,cycles,254809340208,50.01
1,instructions,238300854160,60.0
2,L1-icache-load-misses,704954889,60.0
3,L1-dcache-load-misses,1256726342,60.0
4,LLC-load-misses,97338433,60.0
5,cache-misses,410851445,60.01
6,uops_retired.stall_cycles,156349678444,40.02
7,branch-misses,1125804775,40.02
8,iTLB-load-misses,3737665,40.01
9,dTLB-load-misses,46213121,40.01
10,context-switches,26702,
