hash_bits,mil_tup_per_sec
1,2.49648
2,2.53349
3,2.6862
4,2.62202
5,2.67154
6,2.62352
7,2.60116
8,2.63074
9,2.60429
10,2.58092
11,2.57243
12,2.52083
13,2.4659
14,2.38947
15,2.27969
16,2.09554
17,1.86864
18,1.65244
