hash_bits,mil_tup_per_sec
1,2.5125
2,2.54628
3,2.70307
4,2.66509
5,2.70676
6,2.65712
7,2.63927
8,2.66744
9,2.65672
10,2.62658
11,2.60425
12,2.55276
13,2.50222
14,2.4348
15,2.33202
16,2.10476
17,1.85293
18,1.55958
