hash_bits,mil_tup_per_sec
1,51.1384
2,55.0385
3,56.2631
4,57.3341
5,55.2757
6,53.8316
7,54.8168
8,49.1349
9,48.0333
10,43.7703
11,36.5705
12,30.0657
13,25.3219
14,19.6783
15,16.1168
16,13.7323
17,11.9303
18,10.3189
