hash_bits,mil_tup_per_sec
1,3.40159
2,3.42982
3,3.57649
4,3.5587
5,3.63199
6,3.56216
7,3.54006
8,3.53988
9,3.51562
10,3.4568
11,3.38734
12,3.29182
13,3.16516
14,2.99776
15,2.75036
16,2.488
17,2.19927
18,1.93538
