hash_bits,mil_tup_per_sec
1,7.16709
2,6.34574
3,7.20971
4,7.41882
5,7.42571
6,7.28828
7,7.15273
8,7.26855
9,7.25504
10,7.14599
11,6.95988
12,6.7616
13,6.35743
14,5.89845
15,5.44685
16,4.84335
17,3.89864
18,3.18996
