hash_bits,mil_tup_per_sec
1,1.65218
2,1.81828
3,2.2128
4,2.52033
5,3.00812
6,3.2767
7,3.83299
8,4.40024
9,5.42318
10,5.61438
11,5.76421
12,6.04276
13,6.09981
14,6.46691
15,6.27385
16,6.30824
17,5.8544
18,5.34375
