hash_bits,mil_tup_per_sec
1,1.60716
2,1.75136
3,2.41875
4,2.92389
5,3.43802
6,3.99908
7,4.88525
8,5.91622
9,6.82227
10,9.33398
11,10.1845
12,10.5072
13,11.4691
14,11.3701
15,11.7405
16,11.5878
17,10.7144
18,9.63924
