,key,count,percentage
0,cycles,535098316060,50.04
1,instructions,316352451453,60.04
2,L1-icache-load-misses,1621075318,60.07
3,L1-dcache-load-misses,2795439476,60.08
4,LLC-load-misses,431720530,60.05
5,cache-misses,1962030902,60.03
6,uops_retired.stall_cycles,399334950613,39.96
7,branch-misses,1795746085,39.96
8,iTLB-load-misses,42322320,39.99
9,dTLB-load-misses,113165658,40.02
