hash_bits,mil_tup_per_sec
1,27.87625
2,27.51115
3,27.7901
4,27.76015
5,28.02125
6,27.5665
7,26.9821
8,26.8351
9,25.52415
10,24.6672
11,24.0897
12,21.5413
13,19.79565
14,16.88675
15,14.12295
16,11.5307
17,10.01374
18,8.86781
