hash_bits,mil_tup_per_sec
1,1.55647
2,1.68081
3,2.01598
4,2.21821
5,2.51234
6,2.66137
7,2.84668
8,3.02011
9,3.18275
10,3.27012
11,3.34674
12,3.26564
13,3.2001
14,3.22708
15,3.19823
16,3.11182
17,2.84846
18,2.61981
