hash_bits,mil_tup_per_sec
1,3.34627
2,3.3855
3,3.62938
4,3.53678
5,3.65554
6,3.55277
7,3.51994
8,3.4809
9,3.50392
10,3.44183
11,3.42059
12,3.3159
13,3.18105
14,3.05968
15,2.89298
16,2.66933
17,2.41829
18,2.1672
