hash_bits,mil_tup_per_sec
1,7.0729
2,6.5553
3,7.09796
4,7.30727
5,7.32187
6,7.16363
7,7.014
8,7.13066
9,7.10833
10,6.97363
11,6.79291
12,6.57154
13,6.16492
14,5.71996
15,5.24878
16,4.68383
17,3.88845
18,3.22606
