hash_bits,mil_tup_per_sec
1,1.65116
2,1.8105
3,2.22881
4,2.54927
5,3.01429
6,3.33642
7,3.88107
8,4.42194
9,5.18857
10,5.39327
11,5.78098
12,5.92044
13,6.02638
14,6.28458
15,6.1876
16,6.04224
17,5.57111
18,5.11952
