hash_bits,mil_tup_per_sec
1,51.9463
2,52.8481
3,53.14475
4,50.03
5,48.1387
6,46.5798
7,46.7051
8,42.52995
9,40.95835
10,37.3577
11,30.9418
12,25.54185
13,22.59255
14,17.98565
15,15.61855
16,13.1359
17,11.39375
18,10.5511
