hash_bits,mil_tup_per_sec
1,2.53698
2,2.51828
3,2.70994
4,2.65855
5,2.70482
6,2.65904
7,2.63317
8,2.6633
9,2.64644
10,2.57876
11,2.59509
12,2.54456
13,2.49045
14,2.4208
15,2.31388
16,2.10192
17,1.86964
18,1.6094
