hash_bits,mil_tup_per_sec
1,1.75131
2,1.85107
3,2.24459
4,2.48737
5,2.77002
6,3.15964
7,3.60721
8,4.00101
9,4.1187
10,4.22844
11,4.1796
12,4.07221
13,3.89197
14,3.96734
15,3.9059
16,3.42338
17,3.09158
18,2.76135
