hash_bits,mil_tup_per_sec
1,2.06789
2,2.19584
3,2.56609
4,2.64736
5,2.81604
6,2.79555
7,2.82305
8,3.28445
9,3.96905
10,4.41013
11,4.5556
12,4.50479
13,4.49457
14,4.37773
15,4.21586
16,3.88768
17,3.45832
18,3.02935
