hash_bits,mil_tup_per_sec
1,1.58036
2,1.71068
3,2.21816
4,2.38333
5,2.53961
6,2.62169
7,3.20149
8,4.12692
9,5.66082
10,8.84085
11,9.66233
12,11.1503
13,11.5475
14,11.7247
15,10.9899
16,11.0663
17,10.1763
18,9.17666
