hash_bits,mil_tup_per_sec
1,7.05216
2,7.1239
3,6.92608
4,7.09235
5,6.94434
6,6.79213
7,6.71384
8,6.64096
9,6.39361
10,6.05529
11,5.70137
12,5.12917
13,4.49406
14,3.84133
15,3.12137
16,2.65607
17,2.32039
18,2.21907
