hash_bits,mil_tup_per_sec
1,14.0026
2,12.201
3,13.9805
4,14.6842
5,14.6124
6,14.2823
7,14.1575
8,14.4948
9,14.3139
10,14.058
11,13.8275
12,13.5492
13,12.6766
14,11.9061
15,10.5865
16,9.40838
17,7.51461
18,6.36728
