hash_bits,mil_tup_per_sec
1,1.48382
2,1.63036
3,2.12287
4,2.45803
5,3.08049
6,3.16151
7,3.89777
8,5.13971
9,7.10552
10,10.6679
11,18.6102
12,18.5817
13,20.8241
14,23.2707
15,21.6852
16,18.1527
17,18.8271
18,14.7377
