,key,count,percentage
0,cycles,249415356042,50.01
1,instructions,234898711650,60.01
2,L1-icache-load-misses,676825111,60.01
3,L1-dcache-load-misses,1241059583,60.01
4,LLC-load-misses,73540085,60.0
5,cache-misses,366564705,60.0
6,uops_retired.stall_cycles,151915349582,40.0
7,branch-misses,1103267974,40.01
8,iTLB-load-misses,4896994,40.01
9,dTLB-load-misses,42909205,40.01
10,context-switches,576,
