hash_bits,mil_tup_per_sec
1,1.70934
2,1.73565
3,2.07843
4,2.2758
5,2.44889
6,2.46557
7,2.68618
8,3.44687
9,4.35779
10,5.84638
11,6.17928
12,6.25036
13,6.28316
14,6.35301
15,6.26412
16,6.00246
17,5.58384
18,5.02275
