,key,count,percentage
0,cycles,310212948666,50.0
1,instructions,287116780318,60.0
2,L1-icache-load-misses,784458417,60.0
3,L1-dcache-load-misses,1637067423,60.0
4,LLC-load-misses,74472489,60.01
5,cache-misses,419028245,60.01
6,uops_retired.stall_cycles,190053245734,40.0
7,branch-misses,1710308829,40.01
8,iTLB-load-misses,4962868,40.0
9,dTLB-load-misses,82192131,40.0
