hash_bits,mil_tup_per_sec
1,27.239
2,26.3615
3,27.8609
4,27.454
5,29.1791
6,27.6738
7,27.713
8,27.1249
9,27.9742
10,27.276
11,26.0807
12,25.3337
13,23.3928
14,21.6823
15,18.7009
16,14.9928
17,12.2515
18,10.4084
