hash_bits,mil_tup_per_sec
1,2.05733
2,2.12844
3,2.58082
4,2.6291
5,2.7885
6,2.80325
7,2.90127
8,3.34447
9,3.85559
10,4.15331
11,4.58108
12,4.36441
13,4.42134
14,4.4148
15,4.30095
16,3.89675
17,3.34203
18,2.9854
