hash_bits,mil_tup_per_sec
1,1.58492
2,1.72735
3,2.05963
4,2.49739
5,2.57434
6,2.92623
7,3.38041
8,3.99542
9,5.8462
10,9.25608
11,10.8101
12,12.03
13,11.3412
14,12.4371
15,12.5674
16,11.9492
17,11.2412
18,10.083
