hash_bits,mil_tup_per_sec
1,5.242
2,6.553
3,8.192
4,10.922
5,14.563
6,16.384
7,18.724
8,21.845
9,18.724
10,18.724
11,18.724
12,18.724
13,16.384
14,13.107
15,16.384
16,16.384
17,11.915
18,8.738
