hash_bits,mil_tup_per_sec
1,13.107
2,13.107
3,13.107
4,13.107
5,13.107
6,14.563
7,13.107
8,13.107
9,11.915
10,10.082
11,10.082
12,8.738
13,6.898
14,5.698
15,5.041
16,3.744
17,3.971
18,3.542
