hash_bits,mil_tup_per_sec
1,26.214
2,21.845
3,32.768
4,26.214
5,26.214
6,26.214
7,26.214
8,21.845
9,21.845
10,18.724
11,16.384
12,14.563
13,11.915
14,10.082
15,9.362
16,9.362
17,8.192
18,6.553
2,14.563
