hash_bits,mil_tup_per_sec
1,32.768
2,21.845
3,16.384
4,13.107
5,10.922
6,11.915
7,13.107
8,13.107
9,11.915
10,11.915
11,10.922
12,8.192
13,5.698
14,3.744
15,2.73
16,5.957
17,2.788
18,1.598
