hash_bits,mil_tup_per_sec
1,26.214
2,32.768
3,21.845
4,18.724
5,16.384
6,13.107
7,14.563
8,14.563
9,14.563
10,13.107
11,13.107
12,10.922
13,8.738
14,6.898
15,5.957
16,8.192
17,4.369
18,3.64
