hash_bits,mil_tup_per_sec
1,5.698
2,7.281
3,8.738
4,10.922
5,11.915
6,13.107
7,13.107
8,13.107
9,14.563
10,14.563
11,13.107
12,14.563
13,16.384
14,14.563
15,13.107
16,11.915
17,8.738
18,7.71
