hash_bits,mil_tup_per_sec
1,10.922
2,11.915
3,10.922
4,11.915
5,11.915
6,11.915
7,10.922
8,10.922
9,10.082
10,9.362
11,8.738
12,7.281
13,6.241
14,5.242
15,3.971
16,3.542
17,3.196
18,2.674
