hash_bits,mil_tup_per_sec
1,13.7812
2,12.8106
3,13.6196
4,14.2093
5,14.1203
6,13.6929
7,13.6055
8,13.8493
9,13.7672
10,13.5942
11,13.2835
12,12.7671
13,11.9512
14,11.1688
15,9.72425
16,8.8834
17,7.48012
18,6.46292
