hash_bits,mil_tup_per_sec
1,1.75076
2,1.81626
3,2.23849
4,2.4406
5,2.7325
6,3.18695
7,3.54411
8,3.95174
9,4.15147
10,4.19812
11,4.19774
12,3.98332
13,3.89771
14,3.88718
15,3.82431
16,3.6638
17,3.25697
18,2.81865
